"v1.0","2015/01/07"
"v1.1","2015/01/11"
"v1.2","2015/01/17"
"v1.3","2015/02/02"
"v1.3.2","2015/02/05"
"v1.4.0","2015/03/21"
"v1.4.1","2015/03/29"
"v1.5.0","2015/04/17"
"v1.5.2","2015/04/28"
"v1.6.1","2015/05/04"
"v1.6.2","2015/05/20"
"v1.7.0","2015/06/09"
"v1.7.3","2015/06/17"
"v1.7.4","2015/06/19"
"v1.7.5","2015/06/23"
"v1.7.6","2015/07/09"
"v1.8.0","2015/09/05"
"v1.8.1","2015/10/18"
"v1.8.2","2015/10/25"
"v1.8.3","2015/10/27"
"v1.8.4","2015/11/02"
"v1.9.1","2015/11/16"
"v2.0.0","2015/11/30"
"v2.1.0","2015/12/08"
"v2.2.0","2016/01/16"
"v2.3.0","2016/01/26"
"v2.3.1","2016/02/01"
"v2.4.0","2016/02/11"
"v2.4.1","2016/02/28"
"v2.4.2","2016/04/15"
"v2.5.0","2016/05/01"
"v2.5.1","2016/05/09"
"v2.5.2","2016/05/11"
"v2.6.0","2016/06/13"
"v2.7.0","2016/06/19"
"v2.8.0","2016/06/24"
"Latest","2016/07/02"
