"v0.1.0","2014/12/13"
"v0.2.0","2014/12/13"
"v0.3.0","2014/12/14"
"v0.4.0","2014/12/16"
"v0.5.0","2014/12/20"
"v0.6.0","2014/12/21"
"v0.7.0","2014/12/22"
"v0.7.1","2014/12/22"
"v0.7.2","2014/12/25"
"v0.8.0","2014/12/26"
"v0.8.1","2014/12/26"
"v0.9.0","2015/01/27"
"v0.10.0","2015/01/27"
"v0.11.0","2015/01/28"
"v0.11.1","2015/02/15"
"v0.12.0","2015/03/08"
"v0.13.0","2015/03/30"
"v0.14.0","2015/04/24"
"v0.14.1","2015/04/24"
"v0.14.2","2015/05/16"
"v0.15.0","2015/05/24"
"v0.16.0","2015/06/26"
"v0.16.1","2015/06/28"
"v0.17.0","2015/08/26"
"v0.9.9","2016/01/17"
"v0.9.91","2016/01/23"
"v1.0.0","2016/02/06"
"v1.0.1","2016/03/23"
"v1.1.0","2016/05/05"
"v1.1.1","2016/05/13"
"v1.1.2","2016/06/22"
"v1.1.2a","2016/06/22"
"v1.1.3","2016/06/23"
"v1.1.4, Latest","2016/06/23"
