"v1","2011/06/12"
"v1.0.1","2011/06/13"
"v1.0.2","2011/06/16"
"v1.0.3","2011/06/20"
"v1.0.4","2011/06/22"
"v1.0.5","2011/08/02"
"v1.0.6","2011/08/06"
"v1.0.7","2011/11/01"
"v1.0.8","2011/11/01"
"v1.0.9","2011/11/19"
"v1.1","2012/02/28"
"v1.1.1","2012/03/24"
"v1.1.2","2012/03/30"
"v1.1.3","2012/05/31"
"v1.1.4","2012/06/02"
"v1.1.4-experimental","2012/09/04"
"v1.2","2012/09/25"
"v1.2.1","2012/10/21"
"v1.2.2","2013/01/07"
"v1.2.3","2013/01/13"
"v1.2.4","2013/08/04"
"v1.2.5","2013/11/18"
"v1.2.6","2013/11/19"
"v1.3.1","2013/12/05"
"v1.4.0","2014/01/03"
"v1.5.1","2014/03/05"
"Latest","2016/05/15"
