"release-001, version-0.9","2012/04/02"
"release-002","2012/04/04"
"release-003","2012/04/04"
"release-004","2012/04/05"
"release-005, version-1.0","2012/04/06"
"release-006","2012/04/08"
"release-007, version-1.1","2012/04/08"
"release-008, version-1.1.1","2012/04/09"
"release-009","2012/04/09"
"release-010, version-1.1.3","2012/04/09"
"release-011, version-1.1.4","2012/04/21"
"release-012, version-1.1.5","2012/09/15"
"version-1.1.6","2014/11/01"
"version-1.1.7","2015/05/16"
"version-1.2.0","2015/12/08"
"version-1.2.1","2015/12/13"
"Latest","2015/12/17"
