"0.54","2015/02/12"
"0.56","2015/02/12"
"0.58","2015/02/14"
"v0.62","2015/02/23"
"v0.64","2015/02/23"
"v0.66","2015/02/23"
"v0.68","2015/02/26"
"v0.84","2015/02/28"
"86","2015/03/10"
"88, list","2015/03/15"
"92","2015/03/17"
"94","2015/03/19"
"96","2015/03/19"
"98","2015/03/20"
"100","2015/03/23"
"102","2015/03/25"
"104","2015/03/29"
"108","2015/03/31"
"110","2015/04/13"
"112","2015/04/14"
"114","2015/04/15"
"116","2015/04/19"
"121","2015/04/26"
"123","2015/04/26"
"126","2015/05/12"
"130","2015/05/13"
"132","2015/05/14"
"134","2015/05/20"
"136","2015/05/25"
"138","2015/05/26"
"140","2015/08/21"
"142","2015/08/21"
"144","2015/08/22"
"148","2015/08/27"
"150","2015/09/02"
"154","2015/09/12"
"156","2015/09/12"
"158","2015/09/14"
"162","2015/09/16"
"164","2015/09/16"
"166","2015/09/16"
"168","2015/09/16"
"170","2015/09/21"
"172","2015/09/21"
"174","2015/09/22"
"176","2015/09/22"
"178","2015/09/23"
"180","2015/09/24"
"188","2015/10/04"
"192","2015/10/13"
"200","2015/10/24"
"202","2015/10/29"
"204","2015/10/30"
"206","2015/10/30"
"214","2015/12/08"
"216","2015/12/18"
"218","2015/12/27"
"220","2016/01/07"
"222","2016/01/20"
"226","2016/02/12"
"230","2016/02/21"
"232","2016/02/26"
"234","2016/03/09"
"236","2016/03/10"
"238","2016/03/15"
"242","2016/03/21"
"244","2016/03/21"
"246","2016/03/22"
"248","2016/03/23"
"250","2016/03/26"
"252, 254","2016/03/27"
"256","2016/03/28"
"258","2016/03/28"
"260","2016/03/30"
"262","2016/03/30"
"264","2016/04/04"
"270","2016/04/06"
"272","2016/05/26"
"280","2016/06/14"
"282","2016/06/14"
"284","2016/06/16"
"286","2016/06/19"
"288","2016/06/19"
"292, Latest","2016/06/27"
