20120425_v70,2012-04-25,
v74,2012-05-28,33
v122,2014-02-21,634
v124,2014-07-04,133
v125,2014-07-05,1
v126,2014-11-20,138
v127,2014-11-25,5
v128,2014-12-23,28
v129,2015-01-02,10
v130,2015-01-04,2
v133,2015-03-10,65
v134,2015-03-14,4
v135,2015-03-16,2
v136,2015-03-22,6
v140,2015-04-02,11
v1.4.16-v156,2015-04-20,18
v1.4.19,2015-04-22,2
v1.4.27_1.4-r2_167,2015-05-08,16
v1.5.13-v203,2015-05-14,6
v1.5-r1,2015-06-08,25
1.5-r2,2015-06-21,13
1.5-r3,2015-07-29,38
1.5-r4,2015-09-04,37
1.5-r4.1,2015-09-07,3
v1.6-beta1,2015-09-14,7
1.6-beta2,2015-11-04,51
1.6,2015-11-05,1
1.6-r1,2015-11-11,6
1.6-r2,2015-11-20,9
1.6-r2.1,2015-11-21,1
1.6-r3,2016-01-11,51
v1.6-r3.1,2016-01-14,3
1.7-beta1,2016-02-22,39
1.7-beat2,2016-02-22,0
"1.7, 1.7-beta3",2016-02-24,2
1.7-r1-beta,2016-03-08,13
1.7-r1,2016-03-11,3
1.7-r1-release,2016-03-11,0
1.7-r2,2016-03-31,20
1.7-r6,2016-04-19,19
1.7-r7,2016-05-14,25
1.8,2016-06-08,25
1.8-r1,2016-06-22,14
Latest,2016-07-11,19
