v1.0,2013-12-20,
v1.1,2014-01-09,20
v1.1.1,2014-01-12,3
v1.1.2,2014-01-20,8
v1.1.3,2014-01-27,7
v1.1.4,2014-02-26,30
v1.1.5,2014-03-11,13
v1.1.6,2014-06-05,86
v1.1.7,2014-06-09,4
v1.1.8,2014-07-26,47
v1.1.9,2014-08-18,23
v1.1.10,2014-10-11,54
v1.1.11,2014-10-12,1
v2.0.0,2014-11-13,32
v2.1.0,2014-11-16,3
v2.1.1,2014-11-29,13
v2.1.2,2015-01-01,33
v2.1.3,2015-01-12,11
v2.1.4,2015-05-08,116
v2.1.5,2015-06-09,32
v2.1.6,2015-08-04,56
v2.2.0,2015-11-04,92
2.2.1,2015-11-21,17
2.2.2,2016-04-17,148
2.2.3,2016-04-24,7
Latest,2016-06-19,56
