0.6,2011-12-10,
0.6.1,2012-01-22,43
0.6.2,2012-01-24,2
0.7,2012-02-23,30
0.7.1,2012-03-10,16
0.8,2012-05-26,77
0.9,2012-09-03,100
0.9.1,2013-04-01,210
1.0-beta-1,2013-11-26,239
1.0-beta-2,2013-12-02,6
1.0-beta-3,2013-12-08,6
1.0-beta-4,2013-12-14,6
1.0.0,2013-12-18,4
1.0.1,2013-12-22,4
1.0.2-beta-1,2014-03-15,83
1.0.2,2014-06-29,106
1.1.0,2014-10-22,115
1.1.1,2014-10-23,1
1.2.0,2014-12-02,40
1.2.1,2014-12-04,2
1.2.2,2014-12-04,0
1.2.3,2014-12-07,3
1.2.4,2014-12-09,2
1.2.5,2014-12-16,7
1.2.6,2015-01-20,35
release-1.3.0,2015-05-16,116
"1.4.0, Latest",2015-07-09,54
