"0.1","2012/08/01"
"0.2","2012/08/14"
"0.3","2012/10/27"
"0.4","2013/01/07"
"0.5","2013/01/25"
"0.6","2013/03/21"
"0.7","2013/05/24"
"0.8","2013/07/24"
"0.9","2013/11/12"
"0.10","2014/04/28"
"0.11","2014/11/09"
"0.12","2015/11/27"
"0.13, Latest","2016/01/19"
