"v0.1","2014/01/07"
"v0.1.1","2014/01/08"
"v0.1.2","2014/01/09"
"v0.2","2014/01/12"
"v0.2.1","2014/01/28"
"v0.2.2","2014/02/24"
"v0.2.3","2014/02/26"
"v0.2.4","2014/03/24"
"v0.2.5","2014/03/27"
"v0.2.6","2014/03/31"
"v0.3","2014/04/14"
"v0.3.1","2014/04/27"
"v1.0","2014/05/07"
"v1.0.1","2014/06/04"
"v1.0.2","2014/06/05"
"v1.1","2014/10/21"
"v1.2","2014/11/26"
"v1.2.1","2014/11/26"
"v1.2.2","2015/01/10"
"v1.3","2015/02/25"
"v1.3.1","2015/06/01"
"v1.4","2015/08/24"
"v2.0","2016/03/21"
"v2.0.1","2016/04/03"
"v2.0.2","2016/04/20"
"Latest","2016/07/04"
