"release_x.y.z","2015/09/24"
"release_2.7","2015/09/28"
"release_2.7.1","2015/09/28"
"release_2.7.2","2015/09/30"
"release_2.7.3","2015/09/30"
"release_2.8","2015/10/04"
"release_2.8.1","2015/10/04"
"release_2.8.2","2015/10/05"
"release_2.9","2015/10/07"
"release_3.0","2015/10/09"
"release_3.1","2015/10/12"
"release_3.2","2015/10/13"
"release_3.2.1","2015/10/13"
"release_3.3","2015/10/15"
"release_3.3.1","2015/10/18"
"release_3.3.2","2015/10/18"
"release_3.3.3","2015/10/21"
"release_3.3.4","2015/10/26"
"release_3.3.5","2015/10/26"
"release_3.3.6","2015/10/26"
"release_3.3.7","2015/10/26"
"release_3.3.8","2015/10/30"
"release_3.3.9","2015/11/09"
"release_3.4","2015/11/12"
"release_3.4.1","2015/11/12"
"release_3.5","2015/11/15"
"release_3.5.1","2015/11/15"
"release_3.5.2","2015/11/16"
"release_3.5.4","2015/11/23"
"release_3.5.5","2015/11/25"
"release_3.6","2015/11/29"
"release_3.6.1","2015/11/30"
"release_3.7","2015/12/09"
"release_3.8","2015/12/13"
"release_3.8.1","2015/12/17"
"release_3.8.2","2015/12/20"
"release_3.8.3","2015/12/25"
"release_3.8.4","2016/01/04"
"release_3.9","2016/01/06"
"release_3.9.1","2016/01/09"
"release_3.9.2","2016/01/13"
"release_4.0","2016/01/17"
"release_4.0.1","2016/01/17"
"release_4.0.2, release_4.0.3","2016/01/23"
"release_4.0.4","2016/01/25"
"release_4.0.5","2016/01/28"
"release_4.0.6","2016/01/30"
"release_4.0.7","2016/02/03"
"release_4.1","2016/02/06"
"release_4.1.1","2016/02/10"
"release_4.2","2016/02/14"
"release_4.3","2016/02/19"
"release_4.3.1","2016/02/21"
"release_5.0","2016/02/27"
"release_5.0.1","2016/03/05"
"release_5.0.2","2016/03/08"
"release_5.0.3","2016/03/20"
"release_5.0.4","2016/03/24"
"release_5.0.5","2016/03/28"
"release_5.0.6","2016/04/04"
"release_5.0.7","2016/04/05"
"release_5.1","2016/04/07"
"release_5.1.1","2016/04/07"
"release_5.1.2","2016/04/15"
"release_5.1.3","2016/04/18"
"release_5.1.4","2016/04/20"
"release_5.1.5","2016/05/05"
"release_5.2","2016/05/08"
"release_5.2.1","2016/05/24"
"release_5.2.2","2016/05/29"
"release_5.3","2016/06/04"
"release_5.3.1","2016/06/11"
"Latest","2016/07/09"
