"release-1.0.0","2016/02/20"
"release-1.0.1","2016/02/20"
"release-1.0.2","2016/02/20"
"release-1.0.3","2016/02/20"
"release-1.0.4","2016/02/21"
"release-1.0.5","2016/02/21"
"release-1.0.6","2016/02/21"
"release-1.0.7","2016/02/22"
"release-1.1.0","2016/02/25"
"release-1.2.0","2016/02/26"
"release-1.2.1","2016/02/28"
"release-1.3.0","2016/02/28"
"release-1.3.1","2016/03/11"
"release-1.4.0","2016/03/11"
"release-1.5.0","2016/03/19"
"release-1.5.1","2016/03/24"
"release-1.5.2","2016/03/25"
"play-store-v1.6.0","2016/04/03"
"release-1.6.0","2016/04/03"
"release-1.6.1","2016/04/04"
"release-1.6.2","2016/04/09"
"release-1.6.3","2016/05/09"
"release-1.6.4","2016/05/19"
"release-1.6.5","2016/05/28"
"release-1.7.0","2016/06/11"
"release-1.7.1","2016/06/26"
"release-1.7.2","2016/06/26"
"release-1.7.3, Latest","2016/07/03"
