1,2014-02-09,
1.2.4,2014-02-18,9
2,2014-03-17,27
2.1,2014-04-06,20
2.1.2,2014-04-22,16
2.1.3,2014-04-23,1
2.2,2014-04-28,5
2.2.1,2014-04-29,1
2.2.2,2014-05-03,4
2.3,2014-05-18,15
2.4,2014-07-27,70
2.4.1,2014-07-27,0
2.4.2,2014-07-28,1
2.4.3,2014-08-01,4
2.4.4,2014-08-02,1
2.4.5,2014-08-03,1
2.4.6,2014-08-25,22
2.4.7,2014-08-25,0
3,2015-01-13,141
3.0.1,2015-01-15,2
3.0.2,2015-01-16,1
3.0.3,2015-01-18,2
3.0.4,2015-01-18,0
3.0.5,2015-01-21,3
3.0.6,2015-01-22,1
3.0.7,2015-01-26,4
3.0.8,2015-01-26,0
3.0.9,2015-01-28,2
3.0.10,2015-01-30,2
3.0.11,2015-02-19,20
3.0.12,2015-02-19,0
3.0.13,2015-02-20,1
3.0.14,2015-02-22,2
3.0.15,2015-02-22,0
3.0.16,2015-02-23,1
3.1,2015-02-27,4
3.1.1,2015-03-01,2
3.2,2015-03-21,20
3.2.1,2015-03-21,0
3.2.2,2015-03-28,7
3.2.3,2015-04-10,13
3.3,2015-04-12,2
3.3.1,2015-04-12,0
3.3.2,2015-04-15,3
3.3.3,2015-04-17,2
3.3.4,2015-04-17,0
3.4,2015-04-23,6
3.4.1,2015-04-23,0
3.4.2,2015-04-25,2
3.4.3,2015-05-01,6
3.4.4,2015-05-01,0
3.4.5,2015-05-03,2
3.5,2015-05-03,0
3.6,2015-05-05,2
3.6.1,2015-05-08,3
3.6.2,2015-05-16,8
3.7,2015-05-31,15
3.7.1,2015-05-31,0
3.8,2015-07-11,41
3.8.1,2015-07-23,12
3.8.2,2015-07-26,3
3.8.3,2015-07-27,1
3.8.4,2015-07-30,3
Latest,2016-06-21,327
