1.0.0,2009-06-26,
1.0.1,2009-07-05,9
1.1.0,2009-07-12,7
1.1.1,2009-07-14,2
1.1.2,2009-07-22,8
1.1.3,2009-07-30,8
1.1.4,2009-09-22,54
1.1.9,2009-10-05,13
1.2.0,2009-10-17,12
1.2.1,2009-10-29,12
1.2.2,2010-01-31,94
1.5.0,2010-02-10,10
1.5.3,2010-02-23,13
1.5.5,2010-03-26,31
1.5.6,2010-05-04,39
1.5.7,2010-05-11,7
1.6.0,2010-05-22,11
1.6.1,2010-08-29,99
1.6.2,2010-11-26,89
1.7.0,2011-03-24,118
1.7.1,2011-04-22,29
1.7.5,2011-12-09,231
1.7.6,2012-07-30,234
1.7.7,2012-08-14,15
1.8.0,2013-11-21,464
1.8.1,2013-11-30,9
1.9.0,2014-11-08,343
1.9.1,2014-11-20,12
1.9.5,2014-12-17,27
1.9.6,2014-12-17,0
1.9.7,2014-12-18,1
Latest,2014-12-18,0
