"alpha","2015/10/03"
"4.0alpha1","2015/10/03"
"4.1","2015/10/06"
"4.0alpha3, 4.0alpha4","2015/10/07"
"v4.0alpha5","2015/10/08"
"v4.0.0alpha4","2015/10/08"
"v4.0alpha","2015/10/08"
"4.2.0.1.2","2015/10/28"
"4.2.2","2015/10/28"
"4.2.5","2015/10/29"
"4.2.9","2015/11/06"
"4.3","2015/11/07"
"4.3.1","2015/11/07"
"4.4.3","2015/11/11"
"4.4.4","2015/11/11"
"4.4.2","2015/11/11"
"4.3.2","2015/11/14"
"4.3.25","2015/11/16"
"4.3.4","2015/11/17"
"4.5","2016/01/09"
"4.5.0","2016/01/14"
"4.5.1","2016/01/20"
"4.6.0","2016/02/13"
"4.6.1","2016/02/21"
"4.6.2","2016/02/23"
"4.7.0","2016/03/08"
"4.7.2","2016/03/10"
"4.7.3, 4.7.3.1","2016/03/11"
"4.7.3.2","2016/03/12"
"4.7.4","2016/03/12"
"4.7.5","2016/03/20"
"5.0","2016/03/25"
"5.0.1","2016/03/26"
"5.0.2","2016/03/30"
"5.0.3","2016/03/31"
"5.0.4","2016/04/05"
"5.1, 5.1.0","2016/04/07"
"5.1.1","2016/04/07"
"5.1.2","2016/04/08"
"5.1.3","2016/04/09"
"5.1.4","2016/04/10"
"5.1.5","2016/04/11"
"5.1.6","2016/04/12"
"5.1.7","2016/04/15"
"5.2.0","2016/04/16"
"5.2.1","2016/04/16"
"5.2.2","2016/04/17"
"5.2.5","2016/04/19"
"5.2.6","2016/04/21"
"5.3","2016/04/21"
"5.3.1","2016/04/22"
"5.3.2","2016/04/24"
"5.3.2.1","2016/04/24"
"5.3.2.2","2016/04/24"
"5.3.2.3","2016/04/24"
"5.3.2.4","2016/04/24"
"5.3.2.5","2016/04/25"
"5.3.3-alpha","2016/04/25"
"5.3.3-alpha.2","2016/04/26"
"5.3.3-alpha.3","2016/04/27"
"5.3.3-alpha.4","2016/04/27"
"5.3.3-alpha.5","2016/04/29"
"5.3.3","2016/05/01"
"5.3.4","2016/05/02"
"5.3.6-alpha.1","2016/05/05"
"5.3.6-alpha.2","2016/05/06"
"5.3.6-alpha.3","2016/05/08"
"5.3.6-alpha.4","2016/05/08"
"5.3.6","2016/05/09"
"5.3.7","2016/05/14"
"5.3.8","2016/05/18"
"5.3.8.1","2016/05/19"
"5.3.9","2016/05/26"
"5.3.1.9","2016/05/26"
"5.3.9.2","2016/05/28"
"5.3.9.3","2016/06/02"
"5.3.9.5","2016/07/07"
"5.3.9.5-alpha2, Latest","2016/07/12"
