1,2012-08-28,
1.0.1,2012-09-02,5
1.0.2,2012-09-02,0
1.1b1,2012-09-17,15
1.1b2,2012-09-18,1
1.1,2012-09-22,4
1.2b4,2012-12-25,94
1.2b5,2013-01-11,17
1.2b6,2013-01-16,5
1.2b7,2013-01-21,5
1.2,2013-01-27,6
1.2.1,2013-02-12,16
1.3b2,2013-05-29,106
1.3b3,2013-06-02,4
1.3,2013-08-06,65
1.3.1,2013-11-07,93
1.3.2,2014-03-04,117
1.4b1,2014-03-10,6
1.4b2,2014-04-16,37
1.4rc1,2014-05-18,32
1.4rc2,2014-06-06,19
1.4,2014-06-18,12
1.4.1,2014-10-08,112
2.0b1,2014-12-09,62
2.0b2,2014-12-14,5
2.0b3,2014-12-31,17
2.0b4,2015-01-25,25
2.0rc1,2015-02-08,14
2.0rc2,2015-02-16,8
2.0rc3,2015-02-21,5
2,2015-03-01,8
2.0.1,2015-04-05,35
2.1b1,2015-04-05,0
2.1b2,2015-04-12,7
2.1b3,2015-06-15,64
2.1rc1,2015-06-25,10
2.1rc2,2015-07-06,11
2.1rc3,2015-07-08,2
2.1rc4,2015-07-09,1
2.1,2015-07-21,12
2.1.1,2015-07-31,10
"2.1.2, 2.1rc5",2015-09-26,57
2.2b1,2015-12-25,90
2.2b2,2015-12-31,6
2.2b3,2016-01-10,10
2.2rc1,2016-01-16,6
2.2rc2,2016-01-27,11
2.2,2016-02-06,10
"2.2.1, 2.2rc3",2016-02-14,8
"2.2.2, 2.2.2b",2016-02-21,7
"2.2.3, 2.2.3b",2016-02-28,7
2.2.4,2016-03-25,26
2.2.5,2016-04-17,23
2.2.6,2016-04-23,6
2.2.7,2016-04-24,1
2.2.8,2016-05-09,15
2.2.9,2016-05-10,1
2.2.10,2016-05-19,9
Latest,2016-07-11,53
