v0.1,2010-03-14,
v0.2,2010-03-20,6
v0.3,2010-04-15,26
v0.4,2010-04-25,10
v0.4.1,2010-04-27,2
v0.5,2010-08-27,122
v0.6,2010-11-16,81
v0.6.1,2010-12-17,31
v0.7,2011-03-27,100
v0.8,2011-04-15,19
v0.9,2011-07-17,93
v1.0,2012-07-29,378
hydrogen-r1,2014-02-11,562
hydrogen-r2,2014-02-11,0
hydrogen-r3,2014-02-11,0
hydrogen-r3.1,2014-02-11,0
hydrogen-r4,2014-04-04,52
v1.13,2014-04-11,7
v1.14,2014-04-15,4
v1.15,2014-06-12,58
v1.16,2014-07-14,32
v1.18,2014-07-20,6
v1.19,2014-10-31,103
"fdroid-r21, gplay-r21",2015-11-01,366
Latest,2016-07-05,247
