releases/2.0-beta-2014-07-16,2014-07-16,
releases/2.0-beta-2014-07-18,2014-07-18,2
releases/2.0-r-2014-07-23,2014-07-23,5
tagged_releases/2.0-beta-2014-07-25,2014-07-25,2
test,2014-08-04,10
releases/2.0-master-2014-08-05,2014-08-05,1
test2,2014-08-06,1
r/2.0-r-2014-08-07,2014-08-07,1
master/2.0-master-2014-08-13,2014-08-13,6
beta/2.0-beta-2014-08-13,2014-08-13,0
r/2.0-r-2014-08-13,2014-08-13,0
amazon/2.0-amazon-2014-08-13,2014-08-13,0
qbp/2.0-qbp-2014-08-13,2014-08-13,0
releasesprod/2.0-releasesprod-2014-08-13,2014-08-13,0
master/2.0-master-2014-08-20,2014-08-20,7
beta/2.0-beta-2014-08-20,2014-08-20,0
qcn/2.0-qcn-2014-09-04,2014-09-04,15
master/2.0-master-2014-09-09,2014-09-09,5
beta/2.0-beta-2014-09-09,2014-09-09,0
blu/2.0-blu-2014-09-11,2014-09-11,2
master/2.0-master-2014-09-17,2014-09-17,6
beta/2.0-beta-2014-09-17,2014-09-17,0
master/2.0-master-2014-09-18,2014-09-18,1
beta/2.0-beta-2014-09-18,2014-09-18,0
beta/2.0-beta-2014-10-08,2014-10-08,20
beta/2.0-beta-2014-10-08_2,2014-10-08,0
"beta/2.0-beta-2014-10-14, r/2.0-r-2014-10-14",2014-10-14,6
beta/2.0-beta-2014-10-20,2014-10-20,6
beta/2.0-beta-2014-10-29,2014-10-29,9
"beta/2.0-beta-2014-10-30, r/2.0-r-2014-10-30",2014-10-30,1
"alc/2.0-alc-2014-10-31, blu/2.0-blu-2014-10-31, mul/2.0-mul-2014-10-31",2014-10-31,1
"alc/2.0-alc-2014-11-03, beta/2.0-beta-2014-11-03, blu/2.0-blu-2014-11-03, dcg/2.0-dcg-2014-11-21, mul/2.0-mul-2014-11-03, r/2.0-r-2014-11-03",2014-11-03,3
r/2.0-r-2014-12-01,2014-12-01,28
beta/2.0-beta-2014-12-09,2014-12-09,8
beta/2.0-beta-2014-12-17,2014-12-17,8
beta/2.0-beta-2014-12-19,2014-12-19,2
"beta/2.0-beta-2015-01-13, r/2.0-r-2015-01-15",2015-01-13,25
beta/2.0-beta-2015-01-28,2015-01-28,15
beta/2.0-beta-2015-02-19,2015-02-19,22
beta/2.0-beta-2015-02-27,2015-02-27,8
"beta/2.0-beta-2015-03-23, r/2.0-r-2015-03-23, r/2.0-r-2015-03-24",2015-03-23,24
beta/2.0-beta-2015-04-03,2015-04-03,11
beta/2.0-beta-2015-04-10,2015-04-10,7
"beta/2.0-beta-2015-04-23, r/2.0-r-2015-04-23",2015-04-23,13
"beta/2.0.102-beta-2015-05-14, r/2.0.102-r-2015-05-14",2015-05-14,21
beta/2.0.103-beta-2015-06-11,2015-06-11,28
"beta/2.0.104-beta-2015-06-25, r/2.0.104-r-2015-06-25",2015-06-25,14
"beta/2.0.105-beta-2015-06-30, r/2.0.105-r-2015-06-30",2015-06-30,5
beta/2.0.106-beta-2015-07-20,2015-07-17,17
"beta/2.0.107-beta-2015-08-03, r/2.0.107-r-2015-08-03",2015-08-03,17
"beta/2.0.108-beta-2015-08-04, r/2.0.108-r-2015-08-04",2015-08-04,1
"beta/2.0.109-beta-2015-08-21, r/2.0.109-r-2015-08-21",2015-08-21,17
"beta/2.0.110-beta-2015-08-31, r/2.0.110-r-2015-08-31",2015-08-31,10
"beta/2.0.111-beta-2015-09-16, gingerbread, r/2.0.111-r-2015-09-16",2015-09-16,16
"beta/2.1.131-beta-2015-09-28, r/2.1.131-r-2015-09-28",2015-09-28,12
"beta/2.1.132-beta-2015-10-23, r/2.1.132-r-2015-10-23",2015-10-23,25
"beta/2.1.133-beta-2015-10-26, r/2.1.133-r-2015-10-26",2015-10-26,3
"beta/2.1.134-beta-2015-11-12, r/2.1.134-r-2015-11-12",2015-11-12,17
"beta/2.1.135-beta-2015-12-03, r/2.1.135-r-2015-12-03",2015-12-03,21
"beta/2.1.136-beta-2015-12-09, r/2.1.136-r-2015-12-09",2015-12-09,6
"beta/2.1.137-beta-2016-01-11, r/2.1.137-r-2016-01-11",2016-01-11,33
"beta/2.1.139-beta-2016-01-22, r/2.1.139-r-2016-01-22",2016-01-22,11
"beta/2.1.140-beta-2016-02-04, r/2.1.140-r-2016-02-04",2016-02-04,13
"beta/2.1.141-beta-2016-02-10, r/2.1.141-r-2016-02-10",2016-02-10,6
beta/2.1.142-beta-2016-03-07,2016-03-07,26
"beta/2.1.143-beta-2016-03-16, r/2.1.143-r-2016-03-23",2016-03-16,9
beta/2.1.144-beta-2016-05-09,2016-05-09,54
"beta/2.2.146-beta-2016-05-23, r/2.2.146-r-2016-05-31",2016-05-23,14
"beta/2.2.147-beta-2016-06-06, r/2.2.147-r-2016-06-09",2016-06-06,14
Latest,2016-07-13,37
