"v0.3","2012/11/20"
"v0.3.1","2012/11/20"
"v0.4","2012/12/01"
"v0.5","2013/01/04"
"v0.6","2013/01/27"
"v0.6.1","2013/01/29"
"v0.7","2013/03/11"
"v0.7.5","2013/04/14"
"v0.7.6","2013/04/22"
"v0.8","2013/06/23"
"v0.8.1","2013/06/26"
"v0.9","2013/08/20"
"v0.9.1","2013/08/21"
"v0.9.5","2013/11/01"
"v0.9.6","2013/12/12"
"v0.9.7","2014/02/14"
"v0.9.7.1","2014/02/15"
"v0.9.7.2","2014/02/17"
"v0.9.8","2014/03/22"
"v0.9.9","2014/07/22"
"v0.9.9.1","2014/08/18"
"v1.0","2015/02/01"
"v1.0.1","2015/02/26"
"v1.1.0","2015/10/04"
"v1.1.1","2015/10/12"
"v1.2","2016/02/14"
"v1.2.1","2016/02/17"
"v1.2.2","2016/03/19"
"Latest","2016/07/09"
