"1.0.4","2016/02/18"
"1.0.5","2016/02/19"
"1.0.6","2016/02/20"
"1.0.7","2016/02/20"
"1.0.7.fix","2016/02/20"
"1.0.8","2016/02/21"
"1.0.9","2016/02/23"
"1.0.10","2016/02/23"
"1.0.11","2016/02/27"
"1.0.12","2016/02/28"
"1.0.13","2016/03/06"
"1.0.14","2016/03/08"
"1.0.15","2016/03/13"
"1.0.16.1","2016/03/26"
"1.0.17","2016/04/10"
"1.0.18","2016/04/11"
"1.0.19","2016/04/13"
"1.0.20","2016/04/17"
"1.0.21","2016/04/25"
"1.0.22","2016/04/25"
"1.0.23","2016/05/01"
"1.0.24","2016/05/04"
"1.0.25","2016/05/15"
"1.0.26, Latest","2016/06/19"
