"v0.1.2-24.02.2015-beta","2015/02/26"
"v0.1.3-14.03.2015-beta","2015/03/14"
"v0.1.4-15.08.2015-beta","2015/08/15"
"v0.1.5-27.08.2015-beta","2015/08/27"
"v0.1.6-10.09.2015-beta","2015/09/10"
"v0.1.7-15.09.2015-beta","2015/09/15"
"v0.1.8-27.09.2015-beta","2015/09/27"
"v0.1.9-09.10.2015-beta","2015/10/09"
"Latest","2016/02/24"
