1.0.4a,2012-11-09,
1.0.4.1a,2012-11-09,0
1.0.4.2a,2012-11-09,0
1.0.5a,2012-11-10,1
1.0.6a,2012-11-25,15
1.0.6.1a,2012-11-25,0
1.1.0,2012-12-08,13
1.1.5,2012-12-24,16
v1.1.6,2012-12-30,6
1.1.9,2013-01-26,27
1.2.0,2013-02-28,33
v1.2.4,2013-04-21,52
v1.2.4.1,2013-04-24,3
1.2.5,2013-05-22,28
v1.2.5.1,2013-05-27,5
v1.2.5.2,2013-05-29,2
v1.2.6,2013-08-08,71
v1.2.6.1,2013-09-06,29
v1.2.6.2,2013-09-08,2
v1.2.7,2013-11-24,77
v1.2.8,2014-01-12,49
v1.2.9,2014-02-07,26
v1.3.1,2014-04-21,73
v1.3.1.1,2014-04-23,2
v1.3.2,2014-05-30,37
v1.3.3,2014-07-17,48
v1.3.4,2014-08-02,16
v1.3.4.1,2014-08-21,19
v2.0.0-BETA2,2015-08-03,347
v2.0.0-RC,2015-08-11,8
v2.0.0,2015-09-07,27
v2.1.0,2015-09-25,18
v2.1.1,2015-09-27,2
V2.1.2,2015-10-05,8
v2.1.3,2015-11-23,49
v2.2.0,2016-02-27,96
v2.2.1,2016-02-29,2
v2.2.2,2016-03-11,11
v2.2.3,2016-03-14,3
Latest,2016-07-06,114
