V1.0.0,2015-05-23,
V1.1.0,2015-05-30,7
V1.2.0,2015-06-19,20
V1.2.1,2015-06-19,0
V1.2.2,2015-06-21,2
V1.2.3,2015-07-02,11
V1.2.4,2015-08-11,40
V1.2.5,2015-08-29,18
V1.2.6,2015-09-15,17
V1.2.7,2015-09-19,4
V1.2.8,2015-09-22,3
V1.2.9,2015-09-29,7
V1.3.0,2015-10-09,10
V1.3.1,2015-10-20,11
V1.3.2,2015-10-24,4
V1.3.3,2015-10-31,7
V1.3.4,2015-11-01,1
V1.3.5,2015-11-07,6
V1.3.6,2015-11-13,6
V1.3.7,2015-11-22,9
V1.3.8,2015-11-25,3
V1.3.9,2015-12-27,32
V1.3.10,2016-01-05,9
V1.3.11,2016-01-08,3
V1.3.12,2016-02-05,28
V1.3.13,2016-02-26,21
V1.4.0,2016-04-25,59
V1.4.1,2016-04-28,3
Latest,2016-07-09,72
