"1.0","2012/02/06"
"1.0.1","2012/02/06"
"1.0.2","2012/02/06"
"1.0.3","2012/02/06"
"1.0.4","2012/02/07"
"1.0.5","2012/02/08"
"1.0.6","2012/02/09"
"1.0.7","2012/02/09"
"1.0.8","2012/02/10"
"1.0.9","2012/02/10"
"1.1.2","2012/02/16"
"1.1.3","2012/02/17"
"1.2.1","2012/02/19"
"1.3.1","2012/02/20"
"1.4.1","2012/02/20"
"1.4.2","2012/02/21"
"1.4.3","2012/02/21"
"1.4.4","2012/02/21"
"1.4.5","2012/02/22"
"1.5.0","2012/04/14"
"1.5.1","2012/04/14"
"1.6.0","2012/06/17"
"1.6.1","2012/07/09"
"1.6.2","2012/07/09"
"1.7.0","2012/07/18"
"1.7.1","2012/08/10"
"1.7.2","2012/08/23"
"1.7.3","2012/08/24"
"1.7.4","2012/08/25"
"1.8.0","2012/08/25"
"1.8.1","2012/08/25"
"1.8.2","2012/09/02"
"1.8.3","2012/09/02"
"1.8.4","2012/10/12"
"1.8.5","2012/10/16"
"1.8.6","2012/10/16"
"1.8.7","2012/12/23"
"1.8.8","2012/12/24"
"1.8.9","2012/12/25"
"1.8.10","2012/12/28"
"1.8.11","2012/12/31"
"1.8.12","2013/01/04"
"1.8.13","2013/01/20"
"1.8.14","2013/01/20"
"1.8.15","2013/01/20"
"1.8.16","2013/01/20"
"1.8.17","2013/01/20"
"1.8.18","2013/01/20"
"1.8.19","2013/01/21"
"1.9.1","2013/01/21"
"1.9.2","2013/01/23"
"1.9.3","2013/01/26"
"1.9.4","2013/01/26"
"1.9.5","2013/01/28"
"1.9.7","2013/03/13"
"1.9.8","2013/03/31"
"1.9.9","2013/03/31"
"1.9.10","2013/04/01"
"1.9.11","2013/06/16"
"1.9.12","2014/04/03"
"1.9.13","2014/04/12"
"1.9.14","2014/11/03"
"1.10.1","2014/12/10"
"1.10.2","2014/12/11"
"1.10.3","2014/12/13"
"1.10.4","2014/12/14"
"1.10.5","2014/12/14"
"1.10.6","2014/12/16"
"1.10.7","2014/12/18"
"1.11.1","2014/12/20"
"1.11.2","2014/12/20"
"1.11.3","2014/12/26"
"1.11.4","2014/12/26"
"1.11.5","2014/12/29"
"1.11.6","2014/12/30"
"1.11.7","2015/01/03"
"1.11.8","2015/01/03"
"1.11.9","2015/01/04"
"1.11.10","2015/01/12"
"1.11.11","2015/01/25"
"1.11.12","2015/01/25"
"1.11.13","2015/07/14"
"1.11.14","2015/07/14"
"1.11.15","2015/08/18"
"1.11.16","2015/09/26"
"1.12.0","2015/10/11"
"1.12.1","2015/10/12"
"1.12.2","2015/10/12"
"1.12.3","2015/10/12"
"1.12.4","2015/10/13"
"1.12.5","2015/10/16"
"1.12.6","2015/10/17"
"1.12.7","2015/10/18"
"1.12.8","2015/10/19"
"1.12.9","2015/10/22"
"1.12.10","2015/11/05"
"1.12.11","2015/11/05"
"1.12.12","2015/11/05"
"1.12.13","2015/11/05"
"1.12.14","2016/07/01"
"Latest","2016/07/07"
