"1.5","2011/01/01"
"1.6","2011/01/04"
"1.6.1","2011/01/05"
"1.7","2011/01/09"
"1.7.1","2011/01/13"
"1.7.2","2011/01/16"
"1.7.3","2011/01/22"
"1.9.1","2011/02/13"
"1.9.2","2011/02/28"
"2.0","2011/03/07"
"2.1","2011/03/14"
"2.1.1","2011/03/25"
"2.1.2","2011/04/03"
"2.1.3","2011/04/06"
"2.2","2011/04/24"
"2.2.1","2011/04/25"
"2.2.2","2011/04/26"
"2.2.3","2011/05/09"
"2.2.4","2011/06/12"
"2.2.4.1","2011/06/17"
"3.0","2011/07/15"
"3.1","2011/08/13"
"3.1.2","2011/08/18"
"3.2","2011/08/28"
"3.2.1","2011/09/19"
"3.2.2","2011/09/20"
"3.2.3","2011/10/22"
"3.2.4","2011/10/23"
"3.2.5","2011/10/26"
"3.2.6","2011/11/05"
"3.3","2011/11/11"
"3.3.1","2011/11/19"
"3.3.3","2011/12/28"
"3.4","2012/01/07"
"3.4.1","2012/02/17"
"3.5","2012/04/01"
"3.5.2_Holo_Beta_2","2012/07/19"
"4.0","2012/07/27"
"4.0.62","2012/07/28"
"4.1","2012/07/29"
"4.2","2012/08/26"
"4.2.1","2012/09/09"
"4.3","2013/01/26"
"v4.4","2013/09/15"
"4.4.1","2013/09/28"
"4.4.2B1","2013/10/06"
"4.4.2B2","2013/10/19"
"4.4.2","2013/10/20"
"4.4.3","2013/10/28"
"4.4.3.72","2013/10/30"
"4.4.3.73","2013/11/06"
"4.4.4.74","2013/11/10"
"4.4.4.75","2013/11/10"
"4.4.4.76","2013/11/14"
"4.4.5.77","2014/08/15"
"4.4.5.78","2014/08/24"
"4.4.5.79","2014/08/31"
"4.4.5.80","2014/10/19"
"5.0.0.81","2014/10/19"
"5.0.1.82","2015/03/06"
"5.0.1.84","2015/03/08"
"Latest","2016/06/14"
