"1.2","2014/10/23"
"1.3","2014/12/24"
"1.4, 1.4-apk","2014/12/27"
"1.5","2014/12/30"
"1.6","2015/01/01"
"1.7","2015/01/01"
"1.8","2015/01/05"
"1.9","2015/01/18"
"2.0","2015/01/31"
"2.1","2015/02/28"
"2.2","2015/04/12"
"2.3","2015/04/25"
"2.4","2015/04/29"
"2.4.1","2015/05/12"
"2.5","2015/06/22"
"2.5.1","2015/07/11"
"2.5.2","2015/08/03"
"2.6","2015/08/06"
"2.7","2015/08/16"
"2.8","2015/08/24"
"2.9","2015/08/26"
"2.10","2015/09/01"
"2.11","2015/09/10"
"2.12","2015/11/29"
"2.13","2016/03/17"
"2.14","2016/03/19"
"2.15","2016/04/27"
"2.16","2016/05/08"
"Latest","2016/05/10"
