"0.1","2012/07/04"
"0.2","2012/07/06"
"0.3","2012/08/21"
"0.4","2012/09/23"
"0.6","2012/12/25"
"0.7","2012/12/26"
"0.8","2013/01/23"
"0.9","2013/02/19"
"0.10","2013/03/31"
"0.11","2013/05/12"
"0.12","2013/05/14"
"0.13","2013/05/21"
"0.14","2013/12/08"
"0.15","2014/08/26"
"0.16","2014/08/27"
"0.17","2014/09/03"
"0.18","2014/09/04"
"0.19","2014/09/05"
"0.20","2014/09/21"
"0.21","2014/09/21"
"0.22","2014/10/28"
"0.23","2014/12/31"
"Latest","2016/05/26"
