"0.4.10","2013/09/29"
"0.5.2","2013/11/02"
"v0.5.4","2013/11/30"
"v0.5.5","2013/12/28"
"v0.5.8","2014/04/17"
"v0.6.1","2014/05/04"
"v0.6.9.5","2014/07/07"
"v.0.7.4","2014/09/24"
"v.0.7.5","2014/10/12"
"v.0.7.7","2014/11/08"
"v.0.8.4","2015/01/18"
"v.0.8.4.5","2015/01/19"
"v.0.8.8","2015/04/11"
"v.0.8.9.5","2015/04/13"
"v.0.9.0","2015/04/18"
"v.0.9.1","2015/05/30"
"v.0.9.3","2015/06/27"
"v.0.9.4","2015/07/18"
"v.0.9.5","2015/07/22"
"v.0.9.5.2","2015/07/25"
"v.0.9.6.1","2015/08/23"
"v.0.9.6.3","2015/09/09"
"v.0.9.7","2015/09/19"
"v.0.9.7.2","2015/09/29"
"v.0.9.7.3","2015/11/16"
"v.0.9.7.4","2016/01/08"
"v.0.9.7.5","2016/01/08"
"v.0.9.7.6","2016/01/14"
"v.0.9.8","2016/02/06"
"v.0.9.8.1","2016/02/14"
"v.0.9.8.2","2016/02/22"
"v.0.9.8.3","2016/04/24"
"v.0.9.8.4","2016/04/26"
"v.0.9.8.3.1","2016/04/26"
"v.0.9.8.5","2016/04/26"
"v.0.9.8.7, Latest","2016/05/18"
