"V0.2","2015/07/11"
"V0.3.1","2015/07/18"
"V0.4.2","2015/07/29"
"V0.4.3","2015/07/30"
"V0.5","2015/08/18"
"V0.6","2015/10/13"
"V0.6.1","2015/10/15"
"V0.6.2","2015/10/18"
"V0.6.3","2015/10/19"
"V0.7","2015/10/27"
"V0.7.1","2015/11/02"
"V0.8","2016/02/02"
"V0.8.1","2016/02/02"
"V0.8.2","2016/02/03"
"V0.8.3","2016/02/03"
"V0.9","2016/02/10"
"V0.9.1","2016/02/12"
"V0.10","2016/02/24"
"V0.10.1","2016/02/25"
"V0.10.2","2016/02/26"
"V0.10.3","2016/02/26"
"V0.10.4","2016/06/14"
"V0.10.4.1","2016/06/14"
"V0.10.4.2","2016/06/14"
"V0.10.4.3, Latest","2016/06/18"
