v1.0,2015-07-25,
v1.1,2015-08-03,9
v1.2,2015-08-09,6
v1.3,2015-08-11,2
v1.3.1,2015-08-11,0
v1.4,2015-08-13,2
v1.5,2015-08-13,0
v1.5.1,2015-08-14,1
v1.6,2015-08-17,3
v1.7,2015-08-24,7
v1.7.1,2015-08-28,4
v1.8,2015-09-12,15
v1.8.1,2015-09-17,5
v1.8.2,2015-09-26,9
v1.8.3,2015-09-29,3
v1.9,2015-10-03,4
v1.9.1,2015-10-03,0
v1.10,2015-10-17,14
v1.11,2016-01-03,78
v1.12,2016-01-07,4
v1.12.1,2016-01-09,2
v1.13,2016-01-10,1
v1.14,2016-01-21,11
v1.15,2016-02-13,23
"v1.16, Latest",2016-02-28,15
