"1.0","2010/04/10"
"1.1","2010/04/10"
"1.2","2010/04/13"
"1.3","2010/04/15"
"1.4","2010/04/17"
"1.5","2010/04/22"
"1.6","2010/05/01"
"1.7","2010/05/21"
"1.8","2010/06/03"
"1.9","2010/06/11"
"1.10","2010/06/19"
"1.11","2010/07/02"
"1.12","2010/08/16"
"1.13","2010/08/18"
"1.14","2010/08/25"
"1.15","2010/08/29"
"1.16","2010/08/29"
"1.17","2010/09/20"
"1.18","2010/09/20"
"1.19","2010/09/20"
"1.20","2010/09/20"
"1.21","2010/09/24"
"1.22","2010/09/24"
"1.23","2010/10/02"
"1.24","2010/10/02"
"1.25","2010/10/09"
"1.26","2010/10/21"
"1.27","2010/12/04"
"1.28","2010/12/05"
"1.29","2010/12/16"
"1.30","2010/12/21"
"1.32","2011/01/17"
"1.33","2011/02/05"
"1.34","2011/02/24"
"1.35","2011/02/24"
"1.36","2011/03/11"
"1.37","2011/04/01"
"1.38","2011/05/05"
"1.39","2011/05/28"
"1.40","2011/06/13"
"1.41","2011/06/17"
"1.42","2011/07/22"
"1.43","2011/09/16"
"1.44","2011/09/20"
"1.45","2011/09/24"
"1.46","2011/10/29"
"1.47","2011/12/21"
"1.48","2011/12/31"
"1.49","2012/01/15"
"1.50","2012/01/16"
"1.51","2012/04/09"
"1.52","2012/04/10"
"1.53","2012/09/16"
"1.54","2013/02/09"
"1.55","2013/02/09"
"1.56","2013/08/21"
"1.57","2013/08/22"
"1.58","2014/01/19"
"2.0","2014/06/28"
"2.1","2014/06/28"
"2.2","2014/07/04"
"2.3","2014/08/06"
"2.4","2014/08/18"
"2.5","2014/09/11"
"2.6","2014/11/22"
"2.7","2015/03/18"
"2.8","2015/11/21"
"2.9","2015/11/22"
"2.10","2015/12/12"
"Latest","2016/07/04"
