"1.41","2015/11/29"
"1.42","2015/12/07"
"1.43","2016/01/04"
"1.44","2016/02/02"
"1.45","2016/03/01"
"1.46","2016/04/21"
"1.47","2016/04/24"
"1.48","2016/04/29"
"1.49","2016/05/21"
"1.50","2016/07/03"
"1.51","2016/07/04"
"Latest","2016/07/13"
