0.01,2011-03-31,
0.02,2011-05-02,32
NLnet_M2,2011-05-05,3
0.03,2011-05-31,26
0.04,2011-06-30,30
NLnet_M3,2011-07-08,8
0.05,2011-08-15,38
0.06.RC1,2011-09-01,17
"0.06, 0.06.RC2",2011-09-21,20
0.07.RC1,2011-11-03,43
0.07.RC2,2011-12-07,34
0.07,2011-12-15,8
0.08.RC1,2012-03-13,89
0.08,2012-06-26,105
0.90-alpha,2012-10-12,108
0.90-beta,2012-11-19,38
0.90.RC1,2013-01-22,64
0.9,2013-01-25,3
0.91-pre,2013-01-25,0
0.90.1.RC1,2013-01-31,6
0.90.1,2013-02-03,3
0.91-pre2,2013-02-14,11
0.91.RC1,2013-07-01,137
0.92-pre,2013-07-01,0
0.91.RC2,2013-07-02,1
0.91,2013-07-04,2
0.92-pre2,2013-08-23,50
abby,2014-01-23,153
0.92-RC1,2014-03-01,37
0.92-RC2,2014-03-24,23
0.92-RC3,2014-07-28,126
0.92-RC4,2014-08-15,18
0.92-RC5,2014-10-01,47
0.92,2014-10-27,26
0.93-pre,2014-10-27,0
0.93-RC1,2016-04-04,525
0.93-RC2,2016-04-11,7
0.93-RC3,2016-04-13,2
0.93-RC4,2016-04-27,14
"0.94-pre, 0.93, Latest",2016-05-02,5
