"v1.0","2011/12/31"
"v1.1","2012/01/22"
"v1.2","2012/04/18"
"v1.2.1","2012/04/18"
"v2.0","2014/03/20"
"v2.1","2014/04/23"
"v2.1.1","2014/04/24"
"v2.1.2","2014/04/26"
"v2.2","2014/04/30"
"v2.2.1","2014/05/18"
"android_studio_import","2014/10/27"
"v2.2.2","2014/11/17"
"v2.3","2015/09/05"
"v2.4","2015/09/29"
"v2.4a","2015/09/29"
"v2.5","2015/10/21"
"v2.6, Latest","2015/11/15"
