"v1.0","2012/05/14"
"v1.1","2012/05/28"
"v1.2","2012/06/09"
"v1.2.1","2012/06/10"
"v1.3","2012/07/08"
"v1.3.1","2012/07/08"
"v1.3.2","2012/07/15"
"v1.4","2012/08/04"
"v1.5","2012/12/02"
"v1.5.1","2012/12/11"
"v1.5.2","2013/01/19"
"v1.6","2013/03/07"
"v1.6.1","2013/03/07"
"v1.6.2","2013/03/08"
"v1.6.3","2013/11/17"
"v1.6.4","2013/11/18"
"v1.7","2013/12/29"
"v1.7.1","2013/12/29"
"v1.7.2","2013/12/30"
"v1.8","2014/01/19"
"v1.8.1","2014/01/25"
"v1.8.2","2014/04/12"
"v1.8.3","2014/04/13"
"v1.8.4","2014/06/09"
"v1.8.5","2014/06/10"
"v1.8.6","2015/01/20"
"v1.9","2015/08/20"
"v1.9.1","2015/08/26"
"v1.9.2","2015/09/18"
"v1.9.3","2015/11/01"
"Latest","2016/01/28"
