"v0.1.2","2013/06/06"
"v1.0","2013/07/22"
"v1.0.1, v1.0.1.1","2013/08/01"
"v1.0.2","2013/08/03"
"v1.1.0","2013/08/26"
"v1.1.1","2013/09/22"
"v2.0","2013/10/15"
"v2.1","2013/11/02"
"v2.1.1","2013/11/03"
"v2.1.2","2013/11/06"
"v2.1.3","2013/11/18"
"v1.2.1, v2.1.4","2013/11/20"
"v2.2","2013/12/24"
"v2.2.1","2013/12/29"
"v2.3.0","2014/02/13"
"v2.3.1","2014/02/20"
"v2.3.2","2014/03/02"
"v2.4.0","2014/04/21"
"v2.4.0R2","2014/04/23"
"v2.4.1","2014/04/25"
"v2.5-beta1, v2.5.0-beta1","2014/05/02"
"v2.5-beta2","2014/05/09"
"v2.5","2014/05/11"
"v2.6-beta1","2014/06/23"
"v2.6-beta2","2014/06/26"
"v2.6-beta3","2014/06/29"
"v2.6","2014/07/05"
"v2.6.1","2014/07/06"
"v2.6.2","2014/07/13"
"v2.7-beta1","2014/08/08"
"v2.7-beta2","2014/08/21"
"v2.0-dashclock, v2.7","2014/08/23"
"v2.1-dashclock","2014/08/25"
"v2.7.1","2014/08/31"
"v2.8-beta2","2014/11/04"
"v2.8","2014/11/16"
"v2.2-dashclock","2014/11/17"
"v2.8.1","2014/11/25"
"v2.8.2","2015/05/26"
"v3.0-beta1","2015/06/06"
"v3.0","2015/07/28"
"Latest","2015/12/13"
