"closed/exp_1","2001/12/20"
"v0.1.0","2002/01/13"
"v0.2.0","2002/05/14"
"v0.3.0","2002/12/02"
"v0.3.0b","2002/12/06"
"closed/branch-0-3-0","2002/12/06"
"v0.4.0","2003/05/11"
"v0.4.1","2003/05/25"
"closed/branch-0-4-0","2003/05/26"
"v0.5.0","2003/08/01"
"closed/branch-0-5-0, v0.5.1","2003/08/06"
"v0.6.0","2004/03/15"
"v0.6.1","2004/07/25"
"v0.6.1b","2004/08/03"
"closed/branch-0-6-0","2004/11/09"
"v0.7.0","2004/12/23"
"v0.7.1","2005/03/27"
"closed/branch-0-7-0","2005/07/07"
"v0.8.0","2005/10/29"
"v0.8.1","2006/01/29"
"closed/branch-0-8-0, v0.8.2","2006/02/05"
"v0.9.0","2006/06/21"
"v0.9.1","2006/10/24"
"closed/branch-0-9-0","2007/04/25"
"v0.10.0","2007/06/16"
"v0.10.0a","2007/08/04"
"closed/gsoc2007-fsnode","2007/08/18"
"closed/branch-0-10-0","2007/10/19"
"closed/gsoc2007-mixer","2007/11/17"
"v0.11.0","2008/01/15"
"v0.11.1","2008/02/23"
"closed/branch-0-11-0","2008/04/01"
"closed/gsoc2008-tfmx","2008/08/19"
"closed/gsoc2008-rtl","2008/09/03"
"v0.12.0","2008/09/07"
"closed/gsoc2008-vkeybd","2008/10/03"
"closed/gsoc2008-gui","2008/10/05"
"closed/branch-0-12-0","2008/11/14"
"v0.13.0","2009/02/21"
"v0.13.1","2009/04/22"
"closed/branch-0-13-0","2009/07/12"
"closed/gsoc2009-16bit","2009/08/19"
"v1.0.0rc1","2009/08/21"
"closed/gsoc2009-mods","2009/08/24"
"closed/gsoc2009-draci","2009/09/25"
"v1.0.0","2009/11/07"
"closed/branch-1-0-0","2010/01/12"
"v1.1.0","2010/04/03"
"v1.1.1","2010/04/29"
"closed/branch-1-1-0","2010/05/21"
"src-sword25, closed/gsoc2010-testbed","2010/07/29"
"desc/1.2.0pre, desc/1.3.0git","2010/09/17"
"v1.2.0","2010/10/08"
"closed/gsoc2010-opengl","2010/10/23"
"closed/gsoc2010-plugins","2010/11/01"
"closed/branch-1-2-0","2010/12/11"
"v1.2.1","2010/12/11"
"desc/1.3.0pre","2011/05/01"
"desc/1.4.0git","2011/05/01"
"v1.3.0","2011/05/24"
"desc/1.4.0git1","2011/06/01"
"src-dreamweb","2011/06/05"
"v1.3.1","2011/07/04"
"closed/branch-1-3","2011/07/20"
"desc/1.4.0pre","2011/10/20"
"desc/1.5.0git","2011/10/20"
"v1.4.0","2011/11/03"
"desc/1.4.1pre","2011/11/03"
"v1.4.1","2012/01/14"
"desc/1.5.0pre","2012/07/08"
"desc/1.6.0git","2012/07/08"
"v1.5.0","2012/07/20"
"desc/1.6.0pre","2013/05/05"
"desc/1.7.0git","2013/05/05"
"v1.6.0","2013/05/26"
"desc/1.7.0pre","2014/06/30"
"desc/1.8.0git","2014/06/30"
"v1.7.0","2014/07/11"
"desc/1.8.0pre","2016/02/05"
"desc/1.9.0git","2016/02/05"
"v1.8.0","2016/02/26"
"desc/1.8.1pre","2016/02/26"
"v1.8.1","2016/05/26"
"Latest","2016/07/12"
