AndStatus-1.3.2,2012-02-25,
AndStatus-1.10.0,2012-08-12,169
AndStatus-1.11.4,2012-12-23,133
AndStatus-1.12.0,2013-02-18,57
AndStatus-1.13.1,2013-03-30,40
AndStatus-1.14.0,2013-04-19,20
AndStatus-1.15.1,2013-06-02,44
AndStatus-1.16.0,2013-07-12,40
AndStatus-1.17.1,2013-10-01,81
AndStatus-1.18.1,2013-10-08,7
AndStatus-2.1,2013-11-01,24
AndStatus-3.0,2013-11-16,15
AndStatus-5.1,2013-12-09,23
AndStatus-6.3,2014-01-27,49
AndStatus-7.1,2014-02-07,11
AndStatus-8.4,2014-04-20,72
AndStatus-9.1,2014-07-06,77
AndStatus-10.1,2014-08-23,48
AndStatus-11.0,2014-09-08,16
AndStatus-11.1,2014-09-09,1
AndStatus-11.2,2014-09-19,10
AndStatus-12.0,2014-09-28,9
AndStatus-12.1,2014-10-10,12
AndStatus-13.0,2014-10-24,14
AndStatus-13.1,2014-10-26,2
AndStatus-13.2,2014-11-19,24
AndStatus-13.3,2014-12-04,15
AndStatus-14.0,2014-12-24,20
AndStatus-14.1,2015-01-20,27
AndStatus-14.2,2015-01-23,3
AndStatus-14.3,2015-01-26,3
AndStatus-14.4,2015-02-03,8
AndStatus-15.0,2015-02-14,11
AndStatus-16.0,2015-03-22,36
AndStatus-17.0,2015-04-10,19
AndStatus-17.1,2015-04-23,13
AndStatus-18.0,2015-08-06,105
AndStatus-18.1,2015-08-15,9
AndStatus-19.0,2015-09-26,42
19.2,2015-10-03,7
AndStatus-19.3,2015-10-10,7
AndStatus-19.4,2015-10-10,0
AndStatus-19.5,2015-10-17,7
AndStatus-20.5,2015-11-08,22
AndStatus-21.0-Users-of-message,2015-12-04,26
AndStatus-22.4-Timeline-loading,2016-01-28,55
22.5-release,2016-01-30,2
22.12-release,2016-02-11,12
22.14-release,2016-02-17,6
22.17-release,2016-02-23,6
22.18-release,2016-02-26,3
23.01-release,2016-03-05,8
23.03-release,2016-03-12,7
24.03-release,2016-03-28,16
25.04-release,2016-04-14,17
26,2016-04-18,4
26.01,2016-04-22,4
26.02,2016-04-23,1
26.03,2016-04-24,1
26.04-release,2016-04-24,0
26.05-release,2016-04-27,3
26.06,2016-05-15,18
"26.07, 26.07-release",2016-05-15,0
27,2016-07-07,53
27.01,2016-07-09,2
"27.02-release, Latest",2016-07-11,2
