"v0.2.0","2013/08/21"
"v0.2.1","2013/08/22"
"v0.3.0","2013/08/29"
"v0.4.1","2013/09/05"
"v0.5.0","2013/09/12"
"v0.5.1","2013/09/12"
"v0.6.0","2013/10/03"
"v0.6.1","2013/10/03"
"v0.6.2","2013/10/05"
"v0.7.0","2013/10/25"
"v0.7.1","2013/10/28"
"v0.7.2","2013/10/30"
"v0.7.3","2013/11/03"
"v0.7.4","2013/11/07"
"v0.7.5","2013/11/14"
"v0.7.6","2013/11/22"
"v0.8.0","2013/12/11"
"v0.8.1","2013/12/21"
"v0.8.2","2014/01/03"
"v0.8.3","2014/01/06"
"v0.9.0","2014/01/20"
"v0.10.0","2014/01/22"
"v0.10.1","2014/01/23"
"v0.10.2","2014/01/25"
"v0.11.0","2014/01/30"
"v0.12.0","2014/02/10"
"v0.12.1","2014/02/11"
"v0.13.0","2014/02/18"
"v0.14.0","2014/02/20"
"v0.15.0","2014/02/28"
"v0.16.0","2014/03/13"
"v0.17.0","2014/03/21"
"v0.17.0.debug","2014/03/23"
"v0.17.1.debug","2014/03/24"
"v0.17.2.debug","2014/03/26"
"v0.18.0","2014/04/11"
"v0.19.0","2014/04/25"
"v0.20.0","2014/05/14"
"v0.20.1, v0.20.2","2014/05/16"
"v0.20.3","2014/05/16"
"v0.20.4","2014/05/27"
"v0.20.5","2014/06/04"
"v0.20.6","2014/06/30"
"v0.20.7","2014/07/04"
"v0.20.8","2014/07/05"
"v0.20.9","2014/07/08"
"v0.21.0","2014/07/31"
"v0.30.0","2014/09/11"
"v0.40, v0.40.0.0","2014/10/07"
"v0.40.1.0","2014/10/09"
"v0.40.2.0","2014/10/16"
"v0.40.3.0","2014/10/16"
"v0.40.4.0","2014/10/16"
"v0.41.0.0, v0.41.1.0","2014/10/21"
"v0.42.0.0","2014/10/24"
"v0.99.0.0","2014/10/27"
"v0.100.0.0","2014/10/28"
"v0.102.0.0","2014/10/28"
"v1.2.0.0","2014/10/29"
"v1.2.1","2014/10/31"
"v1.3.0","2014/11/05"
"v1.4.0","2014/11/21"
"v1.5.0","2014/11/25"
"v1.5.1","2014/11/26"
"v1.5.2","2014/11/28"
"v1.5.3","2014/12/08"
"v1.5.4","2014/12/11"
"v1.5.5","2015/01/13"
"v1.6.0","2015/01/21"
"v1.6.1","2015/01/22"
"libstumbler-v0.1","2015/02/11"
"v1.7.0","2015/02/17"
"v1.7.1","2015/02/26"
"v1.7.2","2015/02/27"
"v1.7.3","2015/03/03"
"v1.7.4","2015/03/04"
"v1.7.5","2015/03/09"
"v1.7.6","2015/03/10"
"v1.7.7","2015/03/11"
"v1.7.8","2015/03/24"
"v1.7.9","2015/03/25"
"v1.7.10","2015/03/25"
"v1.7.11","2015/04/01"
"v1.7.12","2015/04/06"
"1.7.13","2015/08/16"
"v1.7.13","2015/09/21"
"v1.7.14","2015/09/22"
"v1.8.0","2016/04/09"
"v1.8.1","2016/04/12"
"v1.8.2","2016/04/12"
"v1.8.3","2016/04/13"
"v1.8.4","2016/04/26"
"v1.8.5","2016/05/10"
"v1.8.6, Latest","2016/06/09"
