"v0.34","2012/12/22"
"v0.36","2013/02/18"
"v0.37","2013/02/24"
"v0.38.1","2013/03/03"
"v0.39","2013/03/05"
"v0.40","2013/03/09"
"v0.41","2013/03/12"
"v0.42","2013/04/16"
"v0.43","2013/04/19"
"v0.44","2013/04/20"
"v0.45","2013/04/21"
"v0.46","2013/04/27"
"v0.47","2013/05/01"
"v0.48","2013/05/01"
"v0.50","2013/08/03"
"v0.51","2013/09/08"
"v0.52","2013/09/21"
"v0.53","2013/09/22"
"v0.54","2013/09/22"
"v0.55","2013/09/23"
"v0.56","2013/09/27"
"v0.57","2013/09/28"
"v0.58","2013/09/28"
"v0.59","2013/09/30"
"v0.60","2013/10/04"
"v0.61","2013/10/07"
"v0.62","2013/10/11"
"v0.63","2013/10/19"
"v0.64","2013/10/22"
"v0.65","2013/10/26"
"v0.66","2013/11/01"
"v0.67","2013/11/16"
"v0.68","2013/12/18"
"v0.69","2014/01/12"
"v0.70","2014/01/13"
"v0.71","2014/02/15"
"v0.72","2014/02/18"
"v0.73","2014/05/06"
"v0.74","2014/05/08"
"v0.75","2014/07/18"
"v0.76","2014/07/27"
"v0.77","2014/09/20"
"v0.78","2014/09/28"
"v0.79","2014/10/10"
"v0.80","2014/10/17"
"v0.81","2014/10/25"
"v0.82","2014/11/06"
"v0.83","2014/11/22"
"v0.84","2015/02/19"
"v0.85","2015/05/24"
"v0.86","2015/07/05"
"Latest","2015/07/05"
