"service-method","2011/10/04"
"0.2.2","2012/01/04"
"0.3pre","2012/05/31"
"0.3","2012/08/16"
"0.3.1","2012/10/05"
"0.3.2","2012/10/28"
"0.3.4","2013/08/20"
"0.3.5","2013/08/21"
"0.3.6","2014/01/09"
"0.3.7","2014/02/18"
"0.3.7.1","2014/02/23"
"0.3.9","2014/11/06"
"0.4","2014/11/20"
"0.4.1","2014/11/21"
"0.4.2","2015/07/23"
"0.4.3","2015/07/28"
"0.4.4","2015/08/26"
"Latest","2016/01/20"
