"v0.1","2015/05/09"
"v0.2","2015/05/23"
"v0.3","2015/06/05"
"v0.3.1-alpha","2015/06/06"
"v0.3.2","2015/06/06"
"v0.3.3","2015/08/12"
"v0.4","2015/08/29"
"0.5","2015/09/13"
"v0.7","2015/10/02"
"v0.7.1","2015/10/03"
"v0.7.2","2015/10/05"
"v0.8.0-alpha","2016/01/03"
"v0.8.0-alpha2","2016/01/08"
"v0.8.0-alpha3","2016/01/14"
"v0.8.0-beta","2016/01/15"
"v0.8.0-beta2","2016/01/28"
"v0.8.0-beta2a","2016/01/28"
"v0.8.0-beta3","2016/01/30"
"v0.8","2016/02/08"
"v0.8.1","2016/02/09"
"v0.9-alpha1","2016/02/16"
"v0.9-alpha2","2016/02/19"
"v0.9-beta1","2016/02/19"
"v0.9-beta2","2016/02/21"
"v0.9-beta3","2016/02/26"
"v0.9-beta4","2016/02/27"
"v0.9-beta5","2016/02/28"
"v0.10-preview1","2016/03/10"
"v0.10-preview2","2016/03/11"
"v0.10-alpha1","2016/03/12"
"v0.10-preview3","2016/03/12"
"v0.10-alpha2","2016/03/12"
"v0.10-alpha3","2016/03/12"
"v0.10-alpha4","2016/03/13"
"v0.10-alpha5","2016/03/13"
"v0.10-beta1","2016/03/17"
"v0.10-beta2","2016/03/18"
"v0.10-beta3","2016/03/20"
"v0.10-beta4","2016/04/23"
"v0.10-beta5","2016/04/23"
"v0.10","2016/04/24"
"v0.10.1","2016/04/29"
"Latest","2016/05/07"
