"0.91beta","2011/10/01"
"0.92","2011/10/09"
"0.93beta","2011/10/14"
"0.99beta","2011/10/23"
"1.1","2011/11/24"
"1.2","2011/11/24"
"1.3","2011/12/07"
"2.0","2011/12/29"
"2.1","2012/01/03"
"2.11","2012/01/14"
"3.0","2012/03/12"
"3.1","2012/03/14"
"3.2","2012/03/31"
"3.3","2012/04/13"
"3.4","2012/04/27"
"3.5","2012/05/02"
"4.0","2012/06/10"
"4.01","2012/06/11"
"4.02","2012/06/12"
"4.03","2012/06/17"
"4.1","2012/07/21"
"4.2","2012/07/23"
"4.3","2012/07/26"
"4.4","2012/08/13"
"4.41","2012/08/14"
"4.5","2012/08/15"
"5.0","2012/09/08"
"5.01","2012/09/08"
"5.2","2012/10/21"
"5.3","2012/10/25"
"5.5","2012/10/30"
"5.6","2012/11/20"
"5.8","2012/12/21"
"6.01","2013/10/28"
"6.02","2013/10/29"
"6.1","2013/11/29"
"6.1.1","2013/11/30"
"6.1.2","2013/11/30"
"6.1.3","2013/12/01"
"6.1.5","2013/12/08"
"6.1.6","2013/12/17"
"6.1.7","2013/12/17"
"6.1.9","2014/01/17"
"6.1.11","2014/01/29"
"6.2","2014/01/30"
"7.0","2014/06/05"
"7.01","2014/06/06"
"7.02","2014/06/07"
"7.03","2014/06/13"
"7.04","2014/06/21"
"7.05","2014/06/23"
"7.06","2014/07/31"
"Latest","2015/01/06"
