"v0.3","2013/12/23"
"v0.4","2013/12/26"
"v0.5","2013/12/29"
"v0.6","2014/01/02"
"v0.8","2014/02/23"
"v0.8.1","2014/04/10"
"v0.8.3","2014/05/11"
"v0.8.4","2014/07/18"
"v1-alpha1","2015/05/27"
"v1-alpha2","2015/06/27"
"v1-alpha3","2015/06/29"
"v1-alpha4","2015/07/08"
"v1-alpha5","2015/07/09"
"v1-alpha6","2015/07/21"
"v1-beta1","2015/07/23"
"v1-beta2","2015/11/21"
"v1-beta3","2015/12/03"
"v1.0.0, Latest","2015/12/13"
