"v0.1","2011/10/24"
"v0.5","2011/11/01"
"0.5","2011/11/01"
"v0.6","2011/11/01"
"v0.7","2011/11/01"
"v1.0","2011/11/03"
"v1.0.0","2011/11/03"
"v1.0.1","2011/11/09"
"v1.0.2","2011/11/09"
"v1.0.3","2011/11/10"
"v1.0.4","2011/12/15"
"v1.0.5","2012/03/28"
"v1.1","2012/03/28"
"v1.1.1","2012/03/29"
"v1.1.2","2012/04/01"
"v1.1.3","2012/04/01"
"v1.1.4","2012/09/10"
"v1.1.5","2012/09/20"
"v1.1.6","2013/04/21"
"v1.1.7","2013/04/22"
"v1.1.8","2013/05/20"
"v1.2","2013/07/02"
"v1.2.1","2013/07/26"
"v1.2.2","2013/11/05"
"v1.3","2014/01/04"
"1.4","2014/07/01"
"v1.4","2014/07/01"
"v1.5","2014/07/24"
"1.6","2014/10/20"
"1.7","2014/10/31"
"1.7.1","2014/11/19"
"1.7.2","2014/12/01"
"1.7.3","2014/12/03"
"1.7.5","2015/02/05"
"Latest","2015/06/08"
