1.0415	0.1825
1.0321	0.1885
1.1174	0.1541
1.1823	0.1452
1.2962	-0.1646
1.0713	0.1921
1.0627	0.1817
1.0968	0.1768
1.0932	0.1793
1.0771	0.1419
1.1335	0.1712
1.0321	0.1885
1.1310	-0.0524
1.0321	0.1885
1.1291	-0.1151
1.0621	0.1776
1.1768	-0.1091
1.0321	0.1885
1.1248	0.1312
1.1633	0.0477
1.1291	-0.1151
1.0510	0.1823
1.1435	0.1725
1.1694	0.1577
1.0321	0.1885
1.0321	0.1885
1.1774	-0.1668
1.0321	0.1885
1.1628	0.0850
1.0542	0.1863
1.0321	0.1885
1.0466	0.1910
1.1415	0.1724
1.1125	0.1546
1.2476	0.1008
1.0962	0.1636
1.2351	0.1192
0.1776	-0.5327
1.0480	0.1902
1.2062	-0.1409
1.0521	0.1822
1.1335	0.1712
1.0502	0.1931
1.2346	0.1124
1.0822	0.1704
1.2994	0.1267
1.1161	0.1833
1.1011	0.1635
1.2189	0.0379
1.0461	0.1886
1.2785	0.1239
1.1066	0.1854
1.1671	0.1791
1.0418	0.1912
1.0641	0.1911
1.0584	0.1702
1.0321	0.1885
1.3295	-0.1801
1.0505	0.1932
1.0525	0.1930
1.0502	0.1931
1.1753	0.1596
1.0394	0.1859
1.1441	0.1733
1.0750	0.1710
1.1964	0.1227
1.1646	0.1722
1.0639	0.1864
1.0709	0.1880
1.1297	0.1613
1.0871	0.1425
1.2196	-0.1496
1.1389	-0.1105
1.1773	0.1518
1.0877	0.1804
1.1046	0.1703
1.0902	0.1805
1.0780	0.1806
1.0792	0.1700
1.0321	0.1885
1.0321	0.1885
1.1594	-0.1686
1.0506	0.1800
1.1151	0.1730
1.0814	0.1808
1.1063	0.1542
1.1534	0.1462
1.1254	-0.1146
1.1254	-0.1146
1.0532	0.1895
0.1737	-0.5511
0.2001	-0.5845
0.2001	-0.5845
0.1681	-0.5267
0.1681	-0.5267
1.1982	-0.0826
1.1104	0.1393
1.1856	0.1577
1.2252	-0.0788
1.0678	0.1741
1.1199	0.1191
1.1045	0.1784
1.0843	0.1990
1.0470	0.1916
1.0541	0.1733
1.0843	0.1764
1.0636	0.1878
1.0843	0.1764
1.0747	0.1853
1.0851	0.1735
1.0572	0.1908
1.0974	0.1792
1.1880	0.1372
1.0817	0.1888
1.1072	0.1706
1.0848	0.1845
1.0575	0.1732
0.1737	-0.5511
0.1737	-0.5511
0.1737	-0.5511
0.1714	-0.5310
1.0735	0.1838
1.0418	0.1772
1.1305	-0.1149
1.0646	0.1572
1.0819	0.1490
1.0869	0.1833
1.0516	0.1905
1.1296	0.1708
1.1248	0.1699
1.0510	0.1776
1.0918	0.1843
1.0441	0.1911
1.1567	-0.1212
1.1566	0.1773
1.0681	0.1966
0.1942	-0.5887
0.2255	-0.5946
0.3319	-0.9133
0.1942	-0.5887
0.1942	-0.5887
0.1942	-0.5887
0.1942	-0.5887
0.3404	-1.1117
0.3404	-1.1117
0.3871	-0.5853
0.2085	-0.5942
0.3077	-0.8997
0.4237	-0.7959
0.4608	-1.1637
0.2900	-0.9825
0.4675	-0.6420
0.2914	-0.7653
0.1872	-0.5586
0.2154	-0.5856
0.2181	-0.5727
0.2378	-0.5650
0.2265	-0.6018
0.1899	-0.5748
0.3360	-0.8830
0.2582	-0.5597
0.1899	-0.5748
0.1876	-0.5454
0.1783	-0.5334
0.2265	-0.6018
0.2890	-0.9737
0.2832	-0.7796
0.2811	-0.5613
0.1720	-0.5380
0.2236	-0.6103
0.2890	-0.9737
0.1997	-0.5439
0.2617	-0.7752
0.3829	-1.1886
0.2181	-0.5727
0.1926	-0.5861
0.3424	-0.6173
0.2890	-0.9737
1.0694	0.1944
1.0579	0.1908
0.3225	-0.5949
0.2900	-0.9825
0.1816	-0.5437
0.2776	-0.5505
0.2900	-0.9825
0.4161	-1.1999
0.3737	-1.1239
0.2181	-0.5727
0.4356	-1.3842
0.2900	-0.9825
0.2416	-0.6293
1.0525	0.1857
1.0589	0.1768
0.2750	-0.5488
0.1969	-0.5850
1.1458	-0.0598
1.2716	0.1141
1.1262	0.1889
0.5761	-1.6232
0.1978	-0.5943
0.3353	-1.0895
1.0878	0.1791
1.0494	0.1933
1.0725	0.1886
0.3712	-1.4300
0.3651	-1.4048
0.4029	-1.4691
1.0918	0.1843
0.3805	-1.4654
1.3305	-0.4149
1.0821	0.1718
0.1708	-0.5368
0.1691	-0.5335
0.1890	-0.5676
0.4075	-1.4374
0.2522	-0.5897
0.2695	-0.5538
0.1764	-0.5468
1.0980	0.1471
0.2629	-0.8566
0.2270	-0.8506
0.6544	-1.0419
1.0321	0.1885
0.2638	-0.9170
0.2638	-0.9170
1.1119	0.1686
0.2559	-0.8788
1.0973	0.1368
0.3814	-0.6249
0.4559	-0.7408
0.4235	-1.4525
0.1991	-0.5943
0.2547	-0.8597
0.2717	-0.8944
0.1746	-0.5492
0.3017	-1.2619
0.1810	-0.6095
0.1957	-0.5440
