0.1904	-0.7086
0.2031	-0.5695
1.0681	0.1966
0.4035	-1.4562
0.1959	-0.6212
0.2320	-0.8813
0.2846	-0.6318
0.1876	-0.6109
0.1891	-0.6148
1.0447	0.1913
0.3842	-1.5656
0.2491	-0.9192
0.2423	-0.8856
0.2407	-0.8596
0.3328	-0.9202
0.3309	-0.9145
0.2410	-0.9037
1.0844	0.1710
1.0555	0.1780
0.3062	-1.1756
1.3080	-0.4121
0.1828	-0.5543
0.2993	-0.8056
0.2311	-0.8698
0.2285	-0.8627
0.2824	-1.0865
0.2298	-0.8927
1.1418	0.1383
1.0764	0.1844
0.1881	-0.5827
0.3311	-1.0026
0.2091	-0.6034
0.3700	-1.4337
0.3597	-1.5079
0.2843	-0.9363
0.2002	-0.7815
0.3735	-1.4565
0.2267	-0.8524
0.2298	-0.8690
0.3597	-1.5079
0.2832	-0.9275
0.2283	-0.9980
1.0861	0.1834
0.1864	-0.5592
1.0840	0.1665
1.0605	0.1758
1.1590	-0.1918
1.0454	0.1755
1.0517	0.1838
1.0548	0.1418
1.0571	0.1879
1.0668	0.1822
1.0672	0.1786
1.1574	-0.1844
1.1332	-0.1621
1.0720	0.1842
1.2085	-0.1759
1.0321	0.1885
0.2947	-0.5721
0.3464	-0.5941
0.2922	-0.6498
0.2798	-0.5707
0.2824	-1.0865
1.1282	-0.1261
0.1681	-0.5267
0.1936	-0.5898
1.0944	0.1495
1.0420	0.1900
0.3735	-1.4565
0.3651	-1.4048
0.3808	-1.1271
0.2505	-0.8790
1.2621	-0.4102
0.3167	-1.1126
0.2345	-0.8760
0.3597	-1.5079
1.0321	0.1885
1.1435	0.1411
1.2381	0.1110
0.2228	-0.5841
1.1640	-0.0320
1.1007	0.1823
1.1079	0.1448
0.3685	-1.4241
0.3337	-1.2253
0.2996	-1.0830
1.0667	0.1814
0.2249	-0.5569
0.3036	-0.9277
0.2744	-0.5593
0.3956	-1.4202
0.3791	-1.4842
0.3788	-1.4851
0.3788	-1.4851
0.3788	-1.4851
1.0826	0.1816
1.1400	0.1801
1.0886	0.1790
0.2947	-0.8926
0.3168	-0.5820
0.2822	-1.3267
1.0674	0.1755
1.0879	0.1823
1.0879	0.1823
1.1119	0.1808
0.1905	-0.5906
1.0745	0.1792
0.3700	-1.4337
0.1969	-0.5433
0.2241	-0.8353
0.3420	-1.0748
0.3597	-1.5079
0.2822	-1.3267
1.0944	0.1740
1.0460	-1.1867
0.2569	-0.6457
0.3689	-1.4273
0.2279	-0.8578
1.0879	0.1541
0.3597	-1.5079
0.3429	-1.1202
0.2152	-0.5827
0.3952	-1.4167
1.0321	0.1885
1.1168	0.1780
1.0570	0.1953
0.1728	-0.5433
0.2235	-0.5539
1.0580	0.1902
0.1721	-0.5342
0.2350	-0.5846
0.1784	-0.5414
1.4183	-0.4385
0.2248	-0.5992
1.1583	-0.1719
1.1826	0.1707
0.2822	-1.3267
1.0678	0.1919
1.0570	0.1953
0.1731	-0.5356
0.1991	-0.5302
0.1991	-0.5302
0.1908	-0.5434
0.3728	-0.6645
0.2822	-1.3267
0.2529	-0.9256
1.1391	0.1528
1.1523	0.1428
0.2822	-1.3267
1.0678	0.1919
1.0546	0.1939
0.2586	-0.6290
0.2822	-1.3267
0.2241	-0.5555
1.0485	0.1918
1.2006	0.1531
1.0896	0.1855
1.0909	0.1643
0.4247	-0.6831
0.1681	-0.5267
0.1697	-0.5333
0.1988	-0.5470
0.3133	-1.2022
1.1192	0.1910
0.3597	-1.5079
1.1078	0.1796
0.3036	-0.9206
0.1964	-0.5589
0.2103	-0.5845
0.3386	-0.9442
0.2210	-0.5933
0.1923	-0.5801
0.1742	-0.5511
1.0400	0.1890
0.1733	-0.5318
0.2191	-0.5803
0.1785	-0.5363
0.1843	-0.5661
0.6593	-2.2614
1.1335	0.1712
1.1624	0.1546
0.2241	-0.8353
0.3913	-1.3980
1.2590	-0.0709
0.2030	-0.5629
0.2329	-0.5799
0.2822	-1.3267
1.0876	0.1821
0.3651	-1.4048
0.3128	-1.2718
0.3597	-1.5079
0.4236	-1.6073
0.3071	-1.2943
0.2822	-1.3267
1.0559	0.1504
0.3519	-1.2359
0.3624	-1.1291
0.2286	-0.7645
1.1471	0.1659
1.0900	0.1749
1.0479	0.1843
1.0840	0.1659
0.3651	-1.4048
1.0978	0.1702
1.0321	0.1885
1.0321	0.1885
1.0680	0.1825
1.0765	0.1632
1.0321	0.1885
1.0469	0.1861
1.0670	0.1890
1.0767	0.1922
1.0321	0.1885
1.0454	0.1915
1.0585	0.1926
1.0636	0.1612
1.0321	0.1885
1.0580	0.1902
1.0887	0.1792
1.0755	0.1979
0.2968	-0.9800
0.3597	-1.5079
1.3254	-0.4129
0.2221	-0.5923
1.0856	0.1845
0.5431	-1.8799
1.2274	-0.3855
1.1079	0.1448
1.0997	0.1614
0.2822	-1.3267
0.5794	-1.9332
0.3597	-1.5079
0.1681	-0.5267
0.1681	-0.5267
0.1681	-0.5267
0.1681	-0.5267
0.2292	-0.9028
0.1926	-0.5861
0.5388	-1.7032
0.3597	-1.5079
0.3950	-0.6782
0.2503	-0.9194
0.4574	-1.6102
0.2827	-0.7947
0.2398	-0.8539
0.2511	-0.8869
0.3597	-1.5079
0.2006	-0.5675
0.3740	-1.0115
0.2814	-0.7742
0.2809	-0.8203
0.2762	-0.8892
0.2185	-0.6472
0.3801	-1.5658
0.2283	-0.9980
0.3651	-1.4048
0.4608	-1.8585
0.3651	-1.4048
0.1824	-0.5601
0.2741	-0.7896
0.3651	-1.4048
0.3720	-1.4448
0.3720	-1.4448
0.3801	-1.5658
0.1815	-0.5792
0.2693	-0.8773
0.2603	-0.6188
0.4765	-1.6745
0.1681	-0.5267
0.5234	-1.8223
0.2283	-0.9980
0.3062	-1.1756
0.0324	-0.0206
0.0038	-0.0073
0.0351	-0.0592
0.6583	-2.2616
0.2269	-0.8503
0.1355	-0.0608
0.0640	-0.0842
0.0310	-0.0626
0.0665	-0.0564
0.0271	-0.0334
0.1343	-0.0852
0.0154	-0.0181
0.1176	-0.4011
0.1503	-0.5991
0.0299	-0.0310
0.0174	-0.0289
0.0176	-0.0054
0.0070	-0.0002
0.0177	-0.0165
0.0578	-0.0449
0.1867	-0.5982
0.1100	-0.0284
0.0077	-0.0078
0.0103	-0.0335
0.0041	-0.0171
0.0290	-0.0365
0.0146	-0.0402
0.0351	-0.0306
0.0205	-0.0143
0.0122	-0.0059
0.1014	-0.0173
0.0478	-0.0211
0.0363	-0.0412
