"0.1","2015/10/25"
"0.2","2015/10/25"
"0.3","2015/10/26"
"0.4","2015/10/26"
"0.5","2015/10/27"
"0.6","2015/10/29"
"0.7","2015/10/29"
"0.8","2015/10/30"
"0.12","2015/11/01"
"0.13","2015/11/02"
"0.14","2015/11/03"
"0.15","2015/11/04"
"0.16","2015/11/04"
"0.17","2015/11/05"
"0.18","2015/11/06"
"0.19","2015/11/07"
"0.20","2015/11/08"
"0.21","2015/11/08"
"0.24","2015/11/09"
"0.25","2015/11/10"
"0.26","2015/11/10"
"0.27","2015/11/10"
"0.28","2015/11/11"
"0.29","2015/11/13"
"0.30","2015/11/14"
"0.31","2015/11/15"
"0.32","2015/11/16"
"0.33","2015/11/16"
"0.34","2015/11/17"
"0.35","2015/11/17"
"0.37","2015/11/20"
"0.38","2015/11/22"
"0.39","2015/11/23"
"0.40","2015/11/24"
"0.41","2015/11/24"
"0.42","2015/11/25"
"0.43","2015/11/25"
"0.44","2015/11/26"
"0.45","2015/11/28"
"0.46","2015/11/29"
"0.47","2015/12/01"
"0.48","2015/12/02"
"0.49","2015/12/03"
"0.50","2015/12/06"
"0.51","2015/12/07"
"0.52","2015/12/07"
"0.53","2015/12/07"
"0.54","2015/12/08"
"0.55","2015/12/09"
"0.56","2015/12/11"
"0.57","2015/12/12"
"0.58","2015/12/13"
"0.59","2015/12/13"
"0.60","2015/12/14"
"0.61","2015/12/15"
"0.62","2015/12/23"
"0.63","2015/12/25"
"0.64","2015/12/28"
"0.65","2016/01/03"
"0.66","2016/01/04"
"0.67","2016/01/05"
"0.68","2016/01/05"
"0.69","2016/01/07"
"0.70","2016/01/08"
"0.71","2016/01/08"
"0.72","2016/01/08"
"0.73","2016/01/09"
"0.74","2016/01/10"
"0.75","2016/01/10"
"0.76","2016/01/18"
"0.77-7","2016/01/26"
"0.78","2016/01/27"
"0.79","2016/01/28"
"0.80","2016/01/30"
"0.81","2016/02/02"
"0.82","2016/02/03"
"0.83","2016/02/04"
"0.84","2016/02/05"
"0.85","2016/02/06"
"0.86","2016/02/09"
"0.87","2016/02/11"
"0.88","2016/02/15"
"0.89","2016/02/16"
"0.90","2016/02/19"
"0.91","2016/02/21"
"0.92","2016/02/22"
"0.93","2016/02/23"
"0.94","2016/02/25"
"0.95","2016/02/25"
"0.97","2016/02/26"
"0.98","2016/02/27"
"2.0","2016/02/29"
"2.1","2016/03/01"
"2.2","2016/03/01"
"2.3","2016/03/03"
"2.4","2016/03/05"
"2.5","2016/03/07"
"2.6","2016/03/10"
"2.7","2016/03/13"
"2.8","2016/03/15"
"2.9","2016/03/16"
"2.10","2016/03/18"
"2.11","2016/03/20"
"2.12","2016/03/22"
"2.13","2016/03/28"
"2.14","2016/03/30"
"2.15","2016/03/31"
"2.16","2016/03/31"
"2.17","2016/04/08"
"2.18","2016/04/12"
"2.19","2016/04/15"
"2.20","2016/04/16"
"2.21","2016/04/27"
"2.22","2016/05/02"
"2.23","2016/05/06"
"2.24","2016/05/13"
"2.25","2016/05/14"
"2.26","2016/06/25"
"2.27","2016/06/27"
"2.28","2016/07/03"
"2.29","2016/07/07"
"2.30","2016/07/08"
"2.31","2016/07/09"
"2.32","2016/07/09"
"2.33","2016/07/10"
"Latest","2016/07/12"
